7118839,3551508,2907490,2794594,2522619,2849331,2225840,1983371,1660506,1687875,1693862,1483894,1837548,1450110,1193102,1129384,1480045,1316260,1016061,994679,1134088,1074219,836454,852277,973725,868527,861257,793690,897179,729546,679939,647439,610235,698756,821487,1291458,1165733,1041719,969876,1003232,1033594,1014778,1027607,1034449,979711,1024613,962607,736815,882639,625630
5522050,1995344,1891857,1624585,1630144,1484748,1458236,1471492,1331228,1224319,1114845,1155897,1087048,1147772,1264089,1008363,994252,853560,1063528,836882,911717,677801,679512,727835,613656,703459,780861,690203,590564,554215,590136,818065,908724,752210,1068233,696190,848856,490498,521714,408819,443030,411813,435332,639315,388292,376746,400266,517438,459707,460135
10342665.27,2568888.8,2271483,1987191.067,1956258.8,1763367.133,1902291.6,2433813.267,1461513.933,1480073.133,1344199.333,1222067,1475511.467,1526685.267,1345767.267,1058282.4,1087076.8,990858.7333,1174627.6,888283.4,981507.7333,895096.9333,838221.5333,773392.2,709532,704543,847287.4667,815813.4,715689.9333,684700.6,735190,829469.2,709018.7333,711641.6667,762017,684643.6667,713380.6667,641937.2667,620897.5333,561228.0667,594726.2,506576.4667,592644.9333,552276.4667,558833.2,560715,581241.4,584976.1333,586743.4667,502870
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4603918,2944694,2392190,1618171,1697711,1375702,1443695,1259813,1252115,1172575,1169154,1009219,1580539,873658,985271,806520,903592,989975,780006,620070,782144,593129,617077,565334,601255,589281,511451,557208,610235,476385,460135,519149,439181,524708,505037,406680,403687,376747,434905,445596,378457,363490,361351,383588,326286,411385,587570,658985,492636,339970
4475200,1925640,1893995,1731922,1780672,1713533,2353703,2293834,2034260,1215766,1214483,1113134,1062673,915566,926257,997245,1333794,1602348,1397083,704743,718426,620498,632900,1005369,754348,611946,702177,544807,782999,471254,525136,498622,462701,611518,453721,492208,412668,395990,458853,455004,501616,361352,422503,333128,415234,594841,580728,662407,444740,321582
4482898,2604725,1757153,1622019,1456525,1464222,1323958,1282905,1216194,1217904,1092180,1050699,1078496,932244,938658,874086,1187970,891619,708592,864678,720137,643163,654709,572175,620071,622636,653854,777868,763328,1026751,723131,450728,448162,480661,425925,529840,481089,419937,425497,438326,431912,425070,354937,434049,409674,435332,352798,534543,366056,381450
4159605,2020147,1893995,1958569,1466361,1288036,1382544,1221753,1287609,1909390,1060962,1014350,973724,935238,831322,867244,1042574,839447,737670,745795,667110,606814,629051,531123,630334,559346,627340,518294,726124,871520,664117,447734,445168,536682,461846,479379,436188,371615,365628,395990,345529,372470,406253,332700,352371,393424,304048,372898,396418,339114
4064670,1879456,1931627,1746889,1679323,1601066,1511689,1394090,1432150,1329945,1290602,1199944,1215339,1114417,1220471,1073364,1089186,1043857,1083200,881355,954481,893757,828329,1197378,932672,792408,721847,652143,629906,631190,722703,796684,625630,833889,846717,800533,487932,452437,431056,425497,468688,484938,558064,494347,519149,688492,381023,400267,483228,540531
4074933,2018438,1726790,1633566,1607052,1423169,1595078,1333366,1187542,1212773,1086192,1093891,1045140,927967,912145,903593,974152,938659,728262,642308,691913,636321,631617,582438,635893,691913,788559,708163,785138,465694,586287,496911,495201,537537,468688,431484,396418,388292,426353,424214,502043,373325,357503,614511,536682,437043,572603,684216,534972,582867
4052269,1781955,1838403,1802482,1560440,1450966,1424025,1551460,1222608,1222608,1094318,1072937,1055403,865533,996389,838592,881355,1165733,857835,700894,735104,644019,625202,607669,630334,644873,766322,697900,553787,557208,471253,460563,499478,464411,545662,516583,558491,431911,461418,407536,634610,706880,740236,616650,573886,634611,518294,534972,440036,341680
4199376,2068043,1820014,1713961,1444978,1494585,1645112,1240997,1164450,1195668,970304,921981,1108430,906158,904020,945929,1211490,903593,756914,643163,778295,637176,636749,647439,601254,625202,633327,629907,592274,660696,553787,529840,439609,558919,635893,551221,470826,424214,401549,422931,444313,364773,348095,428918,434904,584149,321153,346812,344674,481517
4746321,2259196,2244228,1615178,1497150,1377840,1413334,1316260,1252543,1080206,1143924,1078068,3659700,1367577,1209352,894185,945501,886488,1341919,741092,692768,597406,611090,588425,658130,593985,1161885,741946,662407,519149,544379,508886,443030,456714,490498,441747,431484,415661,444313,500760,379312,355792,359213,380168,316450,400693,351516,333127,389148,421648
6583868,3010550,2987031,2547849,2450776,2266893,2247649,2101398,1939325,1269649,1027607,978001,993396,869382,871947,960041,1546755,1439847,920270,708163,664545,645729,899317,712440,692769,605959,888625,1050699,818066,602965,509740,932244,792835,984843,826618,865960,702176,757769,707308,760335,735105,608953,750499,610235,549939,564478,544807,667538,624774,609380
4445693,2070181,1938896,1598499,1424024,1476196,1373992,1230306,1105864,1214484,995107,1042146,966883,832605,980139,829612,915994,948922,748361,750927,746651,593130,654709,1011357,667966,588854,599972,511452,617077,471254,528556,484938,496056,464839,461419,472109,397701,382733,359214,517011,412668,381450,355792,354081,326285,331417,336121,543952,433622,750072
6695480,18502910,3220519,2705219,2719330,2171530,1992352,1961134,4956289,1658368,20603452,6249030,1234154,3674668,1086193,964317,999383,1045140,947639,968593,4166020,960895,1078923,842869,888198,2062056,912573,924547,795829,939087,846718,1486032,635893,998100,606386,736815,579018,735532,609808,545662,557208,509741,498622,543096,528557,528129,685499,951060,598689,3299204
5835079,2197617,2538868,2352420,1660506,1527084,1288036,1404354,1158890,1204648,1105009,1311557,1190109,860401,871092,896323,1001521,921553,799250,633327,660269,690203,658558,596123,644874,673953,671386,703032,1106291,824052,1006225,494773,694051,530695,426780,478523,3179039,603821,595695,558491,476813,340397,385727,344674,362635,428490,561057,663262,554215,411385
3796116,1952154,1818731,1596361,1522808,1495867,1327807,1459091,1194385,1145206,1158890,985698,1057114,904020,936093,865533,1174285,927541,850994,949777,740664,668821,810796,697045,621353,626058,709446,622209,821914,581156,526846,569183,497767,532834,547373,500761,463556,513589,405398,421221,440892,419510,388293,435760,445596,389148,435760,475102,418227,466978
4729673.286,3373979,2143031.429,1874507.5,1711975.429,1580477.786,1594498.143,1503625.786,1600301.714,1289227.857,2500870.286,1437189.643,1301507.143,1141388.143,976382.0714,908327.4286,1086253.714,1038908.714,904142.5,753920.3571,979894.7857,673647.2143,712073.3571,725513.1429,684246.5,734890.7143,739197.4286,688583.9286,733241.0714,649882.9286,619215.2143,619734.7857,529625.8571,608310.7143,550183.0714,550274.5,671448.0714,476446.2857,466213.9286,479898.1429,479226.1429,433438.6429,449077.7143,450421.7857,435546.2857,487259.4286,466641.2143,559224.3571,465816.7857,663384.1429
